"APR","Count"
"4.747","222"
"4.748","210"
"4.749","210"
"4.75","4992"
"4.751","187"
"4.752","272"
"4.753","227"
"4.754","255"
"4.755","216"
"4.756","213"
"4.757","302"
"4.758","208"
"4.759","312"
"4.76","382"
"4.761","220"
"4.762","260"
"4.763","243"
"4.764","306"
"4.765","285"
"4.766","285"
"4.767","247"
"4.768","302"
"4.769","202"
"4.77","307"
"4.771","404"
"4.772","266"
"4.773","241"
"4.774","279"
"4.775","302"
"4.776","385"
"4.777","223"
"4.778","203"
"4.779","279"
"4.78","197"
"4.781","214"
"4.782","180"
"4.783","213"
"4.784","260"
"4.785","229"
"4.786","226"
"4.787","236"
"4.788","278"
"4.789","260"
"4.79","248"
"4.791","269"
"4.792","251"
"4.793","407"
"4.794","278"
"4.795","229"
"4.796","350"
"4.797","320"
"4.798","274"
"4.799","260"
"4.8","301"
"4.801","193"
"4.802","277"
"4.803","325"
"4.804","1737"
"4.805","271"
"4.806","214"
"4.807","209"
"4.808","347"
"4.809","641"
"4.81","331"
"4.811","174"
"4.812","262"
"4.813","1375"
"4.814","279"
"4.815","488"
"4.816","217"
"4.817","249"
"4.818","209"
"4.819","267"
"4.82","264"
"4.821","228"
"4.822","332"
"4.823","406"
"4.824","481"
"4.825","229"
"4.826","442"
"4.827","348"
"4.828","188"
"4.829","240"
"4.83","289"
"4.831","246"
"4.832","229"
"4.833","247"
"4.834","198"
"4.835","196"
"4.836","251"
"4.837","468"
"4.838","324"
"4.839","443"
"4.84","259"
"4.841","183"
"4.842","208"
"4.843","216"
"4.844","175"
"4.845","215"
"4.846","205"
"4.847","141"
"4.848","172"
"4.849","240"
"4.85","185"
"4.851","160"
"4.852","171"
"4.853","170"
"4.854","380"
"4.855","246"
"4.856","147"
"4.857","212"
"4.858","137"
"4.859","149"
"4.86","327"
"4.861","186"
"4.862","179"
"4.863","166"
"4.864","174"
"4.865","194"
"4.866","239"
"4.867","201"
"4.868","343"
"4.869","408"
"4.87","195"
"4.871","167"
"4.872","322"
"4.873","186"
"4.874","196"
"4.875","4619"
"4.876","195"
"4.877","174"
"4.878","183"
"4.879","181"
"4.88","198"
"4.881","227"
"4.882","179"
"4.883","244"
"4.884","329"
"4.885","236"
"4.886","331"
"4.887","172"
"4.888","179"
"4.889","200"
"4.89","159"
"4.891","208"
"4.892","272"
"4.893","257"
"4.894","191"
"4.895","401"
"4.896","237"
"4.897","199"
"4.898","233"
"4.899","230"
"4.9","230"
"4.901","203"
"4.902","367"
"4.903","229"
"4.904","263"
"4.905","174"
"4.906","177"
"4.907","209"
"4.908","200"
"4.909","213"
"4.91","213"
"4.911","102"
"4.912","165"
"4.913","222"
"4.914","186"
"4.915","187"
"4.916","162"
"4.917","190"
"4.918","222"
"4.919","270"
"4.92","184"
"4.921","225"
"4.922","263"
"4.923","243"
"4.924","185"
"4.925","261"
"4.926","191"
"4.927","170"
"4.928","182"
"4.929","236"
"4.93","1006"
"4.931","272"
"4.932","198"
"4.933","198"
"4.934","188"
"4.935","381"
"4.936","153"
"4.937","121"
"4.938","222"
"4.939","166"
"4.94","214"
"4.941","3013"
"4.942","199"
"4.943","187"
"4.944","159"
"4.945","239"
"4.946","312"
"4.947","172"
"4.948","190"
"4.949","163"
"4.95","178"
"4.951","173"
"4.952","381"
"4.953","304"
"4.954","195"
"4.955","168"
"4.956","186"
"4.957","208"
"4.958","236"
"4.959","190"
"4.96","164"
"4.961","253"
"4.962","198"
"4.963","443"
"4.964","209"
"4.965","321"
"4.966","156"
"4.967","189"
"4.968","216"
"4.969","200"
"4.97","227"
"4.971","193"
"4.972","227"
"4.973","248"
"4.974","192"
"4.975","268"
"4.976","239"
"4.977","262"
"4.978","187"
"4.979","234"
"4.98","357"
"4.981","337"
"4.982","265"
"4.983","213"
"4.984","226"
"4.985","221"
"4.986","187"
"4.987","326"
"4.988","154"
"4.989","233"
"4.99","1085"
"4.991","176"
"4.992","296"
"4.993","163"
"4.994","217"
"4.995","331"
"4.996","141"
"4.997","218"
"4.998","211"
"4.999","202"
"5","2776"
"5.001","165"
"5.002","225"
"5.003","203"
"5.004","211"
"5.005","195"
"5.006","151"
"5.007","193"
"5.008","225"
"5.009","180"
"5.01","272"
"5.011","207"
"5.012","208"
"5.013","324"
"5.014","158"
"5.015","189"
"5.016","150"
"5.017","195"
"5.018","215"
"5.019","149"
"5.02","164"
"5.021","318"
"5.022","191"
"5.023","211"
"5.024","162"
"5.025","207"
"5.026","187"
"5.027","236"
"5.028","115"
"5.029","191"
"5.03","167"
"5.031","170"
"5.032","276"
"5.033","239"
"5.034","152"
"5.035","172"
"5.036","92"
"5.037","156"
"5.038","165"
"5.039","130"
"5.04","181"
"5.041","165"
"5.042","128"
"5.043","146"
"5.044","177"
"5.045","144"
"5.046","213"
"5.047","156"
"5.048","168"
"5.049","129"
"5.05","194"
"5.051","136"
"5.052","120"
"5.053","117"
"5.054","188"
"5.055","129"
"5.056","265"
"5.057","138"
"5.058","127"
"5.059","154"
"5.06","147"
"5.061","342"
"5.062","275"
"5.063","119"
"5.064","153"
"5.065","204"
"5.066","193"
"5.067","362"
"5.068","134"
"5.069","1543"
"5.07","153"
"5.071","199"
"5.072","236"
"5.073","147"
"5.074","129"
"5.075","181"
"5.076","362"
"5.077","133"
"5.078","290"
"5.079","261"
"5.08","135"
"5.081","305"
"5.082","137"
"5.083","178"
"5.084","134"
"5.085","213"
"5.086","109"
"5.087","120"
"5.088","194"
"5.089","154"
"5.09","252"
"5.091","159"
"5.092","142"
"5.093","127"
"5.094","102"
"5.095","128"
"5.096","208"
"5.097","155"
"5.098","117"
"5.099","294"
"5.1","152"
"5.101","190"
"5.102","131"
"5.103","123"
"5.104","159"
"5.105","275"
"5.106","137"
"5.107","233"
"5.108","140"
"5.109","133"
"5.11","165"
"5.111","127"
"5.112","187"
"5.113","152"
"5.114","129"
"5.115","223"
"5.116","170"
"5.117","129"
"5.118","286"
"5.119","130"
"5.12","295"
"5.121","146"
"5.122","87"
"5.123","163"
"5.124","158"
"5.125","3483"
"5.126","240"
"5.127","203"
"5.128","178"
"5.129","142"
"5.13","197"
"5.131","159"
"5.132","114"
"5.133","135"
"5.134","172"
"5.135","187"
"5.136","174"
"5.137","149"
"5.138","283"
"5.139","132"
"5.14","169"
"5.141","149"
"5.142","162"
"5.143","199"
"5.144","145"
"5.145","185"
"5.146","196"
"5.147","180"
"5.148","210"
"5.149","139"
"5.15","288"
"5.151","155"
"5.152","129"
"5.153","193"
"5.154","165"
"5.155","126"
"5.156","206"
"5.157","162"
"5.158","138"
"5.159","140"
"5.16","226"
"5.161","172"
"5.162","208"
"5.163","84"
"5.164","332"
"5.165","189"
"5.166","118"
"5.167","167"
"5.168","118"
"5.169","151"
"5.17","114"
"5.171","86"
"5.172","155"
"5.173","122"
"5.174","138"
"5.175","157"
"5.176","109"
"5.177","173"
"5.178","86"
"5.179","144"
"5.18","81"
"5.181","255"
"5.182","152"
"5.183","349"
"5.184","124"
"5.185","114"
"5.186","112"
"5.187","161"
"5.188","217"
"5.189","143"
"5.19","99"
"5.191","106"
"5.192","332"
"5.193","348"
"5.194","108"
"5.195","93"
"5.196","175"
"5.197","1589"
"5.198","118"
"5.199","125"
"5.2","99"
"5.201","135"
"5.202","105"
"5.203","272"
"5.204","257"
"5.205","183"
"5.206","169"
"5.207","97"
"5.208","134"
"5.209","125"
"5.21","87"
"5.211","137"
"5.212","140"
"5.213","107"
"5.214","244"
"5.215","203"
"5.216","104"
"5.217","121"
"5.218","109"
"5.219","101"
"5.22","155"
"5.221","129"
"5.222","151"
"5.223","102"
"5.224","64"
"5.225","123"
"5.226","142"
"5.227","98"
"5.228","110"
"5.229","140"
"5.23","81"
"5.231","176"
"5.232","125"
"5.233","95"
"5.234","123"
"5.235","139"
"5.236","102"
"5.237","109"
"5.238","111"
"5.239","115"
"5.24","148"
"5.241","106"
"5.242","96"
"5.243","212"
"5.244","106"
"5.245","90"
"5.246","197"
"5.247","98"
"5.248","125"
"5.249","118"
"5.25","2509"
"5.251","137"
"5.252","98"
"5.253","261"
"5.254","121"
"5.255","124"
"5.256","114"
"5.257","93"
"5.258","133"
"5.259","164"
"5.26","124"
"5.261","94"
"5.262","125"
"5.263","110"
"5.264","97"
"5.265","107"
"5.266","124"
"5.267","164"
"5.268","115"
"5.269","90"
"5.27","129"
"5.271","117"
"5.272","120"
"5.273","140"
"5.274","111"
"5.275","118"
"5.276","125"
"5.277","114"
"5.278","244"
"5.279","226"
"5.28","106"
"5.281","117"
"5.282","96"
"5.283","81"
"5.284","88"
"5.285","79"
"5.286","182"
"5.287","105"
"5.288","94"
"5.289","80"
"5.29","172"
"5.291","71"
"5.292","111"
"5.293","81"
"5.294","124"
"5.295","98"
"5.296","78"
"5.297","141"
"5.298","74"
"5.299","122"
"5.3","85"
"5.301","103"
"5.302","85"
"5.303","85"
"5.304","109"
"5.305","103"
"5.306","149"
"5.307","128"
"5.308","63"
"5.309","357"
"5.31","68"
"5.311","84"
"5.312","94"
"5.313","69"
"5.314","194"
"5.315","88"
"5.316","81"
"5.317","179"
"5.318","162"
"5.319","237"
"5.32","116"
"5.321","99"
"5.322","86"
"5.323","109"
"5.324","76"
"5.325","1189"
"5.326","110"
"5.327","74"
"5.328","75"
"5.329","209"
"5.33","71"
"5.331","83"
"5.332","78"
"5.333","82"
"5.334","148"
"5.335","96"
"5.336","68"
"5.337","69"
"5.338","155"
"5.339","113"
"5.34","174"
"5.341","152"
"5.342","71"
"5.343","86"
"5.344","59"
"5.345","96"
"5.346","119"
"5.347","72"
"5.348","74"
"5.349","55"
"5.35","75"
"5.351","79"
"5.352","120"
"5.353","67"
"5.354","75"
"5.355","72"
"5.356","169"
"5.357","75"
"5.358","64"
"5.359","79"
"5.36","88"
"5.361","101"
"5.362","95"
"5.363","62"
"5.364","100"
"5.365","142"
"5.366","65"
"5.367","83"
"5.368","65"
"5.369","125"
"5.37","81"
"5.371","91"
"5.372","142"
"5.373","64"
"5.374","110"
"5.375","1336"
"5.376","77"
"5.377","87"
"5.378","79"
"5.379","94"
"5.38","81"
"5.381","40"
"5.382","75"
"5.383","61"
"5.384","61"
"5.385","122"
"5.386","87"
"5.387","70"
"5.388","108"
"5.389","98"
"5.39","85"
"5.391","88"
"5.392","69"
"5.393","101"
"5.394","148"
"5.395","103"
"5.396","94"
"5.397","87"
"5.398","66"
"5.399","100"
"5.4","80"
"5.401","87"
"5.402","78"
"5.403","68"
"5.404","119"
"5.405","90"
"5.406","109"
"5.407","113"
"5.408","83"
"5.409","56"
"5.41","63"
"5.411","130"
"5.412","66"
"5.413","80"
"5.414","141"
"5.415","67"
"5.416","66"
"5.417","82"
"5.418","136"
"5.419","52"
"5.42","85"
"5.421","86"
"5.422","59"
"5.423","119"
"5.424","65"
"5.425","147"
"5.426","71"
"5.427","72"
"5.428","61"
"5.429","43"
"5.43","96"
"5.431","122"
"5.432","89"
"5.433","47"
"5.434","110"
"5.435","122"
"5.436","41"
"5.437","78"
"5.438","72"
"5.439","73"
"5.44","86"
"5.441","92"
"5.442","65"
"5.443","172"
"5.444","80"
"5.445","262"
"5.446","57"
"5.447","89"
"5.448","74"
"5.449","78"
"5.45","82"
"5.451","92"
"5.452","509"
"5.453","54"
"5.454","144"
"5.455","84"
"5.456","72"
"5.457","83"
"5.458","66"
"5.459","44"
"5.46","93"
"5.461","81"
"5.462","76"
"5.463","49"
"5.464","108"
"5.465","104"
"5.466","184"
"5.467","68"
"5.468","66"
"5.469","62"
"5.47","59"
"5.471","73"
"5.472","58"
"5.473","52"
"5.474","58"
"5.475","42"
"5.476","55"
"5.477","70"
"5.478","60"
"5.479","84"
"5.48","41"
"5.481","58"
"5.482","126"
"5.483","71"
"5.484","50"
"5.485","39"
"5.486","70"
"5.487","48"
"5.488","79"
"5.489","55"
"5.49","62"
"5.491","63"
"5.492","48"
"5.493","66"
"5.494","59"
"5.495","94"
"5.496","59"
"5.497","106"
"5.498","62"
"5.499","41"
"5.5","845"
"5.501","55"
"5.502","42"
"5.503","40"
"5.504","41"
"5.505","57"
"5.506","64"
"5.507","34"
"5.508","40"
"5.509","51"
"5.51","61"
"5.511","60"
"5.512","59"
"5.513","69"
"5.514","65"
"5.515","53"
"5.516","53"
"5.517","58"
"5.518","60"
"5.519","48"
"5.52","79"
"5.521","57"
"5.522","72"
"5.523","76"
"5.524","55"
"5.525","51"
"5.526","82"
"5.527","59"
"5.528","44"
"5.529","59"
"5.53","57"
"5.531","84"
"5.532","75"
"5.533","72"
"5.534","88"
"5.535","84"
"5.536","85"
"5.537","40"
"5.538","43"
"5.539","40"
"5.54","65"
"5.541","68"
"5.542","85"
"5.543","33"
"5.544","49"
"5.545","46"
"5.546","82"
"5.547","183"
"5.548","77"
"5.549","49"
"5.55","34"
"5.551","39"
"5.552","75"
"5.553","36"
"5.554","41"
"5.555","41"
"5.556","58"
"5.557","40"
"5.558","61"
"5.559","41"
"5.56","107"
"5.561","53"
"5.562","47"
"5.563","83"
"5.564","66"
"5.565","64"
"5.566","76"
"5.567","80"
"5.568","129"
"5.569","59"
"5.57","88"
"5.571","207"
"5.572","78"
"5.573","79"
"5.574","58"
"5.575","73"
"5.576","69"
"5.577","71"
"5.578","113"
"5.579","41"
"5.58","561"
"5.581","58"
"5.582","49"
"5.583","109"
"5.584","122"
"5.585","54"
"5.586","107"
"5.587","37"
"5.588","72"
"5.589","92"
"5.59","88"
"5.591","133"
"5.592","57"
"5.593","50"
"5.594","92"
"5.595","39"
"5.596","64"
"5.597","112"
"5.598","21"
"5.599","60"
"5.6","40"
"5.601","67"
"5.602","30"
"5.603","108"
"5.604","48"
"5.605","85"
"5.606","34"
"5.607","114"
"5.608","31"
"5.609","36"
"5.61","83"
"5.611","42"
"5.612","31"
"5.613","58"
"5.614","53"
"5.615","29"
"5.616","101"
"5.617","43"
"5.618","36"
"5.619","76"
"5.62","37"
"5.621","94"
"5.622","39"
"5.623","122"
"5.624","28"
"5.625","816"
"5.626","39"
"5.627","56"
"5.628","34"
"5.629","29"
"5.63","30"
"5.631","58"
"5.632","37"
"5.633","31"
"5.634","24"
"5.635","36"
"5.636","59"
"5.637","30"
"5.638","49"
"5.639","31"
"5.64","33"
"5.641","42"
"5.642","74"
"5.643","30"
"5.644","38"
"5.645","27"
"5.646","48"
"5.647","30"
"5.648","49"
"5.649","23"
"5.65","44"
"5.651","92"
"5.652","55"
"5.653","42"
"5.654","28"
"5.655","60"
"5.656","28"
"5.657","54"
"5.658","40"
"5.659","32"
"5.66","43"
"5.661","65"
"5.662","39"
"5.663","183"
"5.664","75"
"5.665","64"
"5.666","31"
"5.667","75"
"5.668","56"
"5.669","62"
"5.67","90"
"5.671","69"
"5.672","51"
"5.673","82"
"5.674","105"
"5.675","149"
"5.676","51"
"5.677","139"
"5.678","88"
"5.679","88"
"5.68","46"
"5.681","62"
"5.682","95"
"5.683","102"
"5.684","88"
"5.685","84"
"5.686","77"
"5.687","94"
"5.688","90"
"5.689","123"
"5.69","99"
"5.691","103"
"5.692","50"
"5.693","52"
"5.694","140"
"5.695","51"
"5.696","118"
"5.697","146"
"5.698","58"
"5.699","82"
"5.7","52"
"5.701","65"
"5.702","162"
"5.703","65"
"5.704","34"
"5.705","67"
"5.706","134"
"5.707","50"
"5.708","370"
"5.709","58"
"5.71","59"
"5.711","73"
"5.712","96"
"5.713","58"
"5.714","75"
"5.715","74"
"5.716","65"
"5.717","136"
"5.718","81"
"5.719","37"
"5.72","65"
"5.721","57"
"5.722","43"
"5.723","57"
"5.724","90"
"5.725","62"
"5.726","183"
"5.727","30"
"5.728","66"
"5.729","73"
"5.73","46"
"5.731","64"
"5.732","81"
"5.733","95"
"5.734","33"
"5.735","65"
"5.736","109"
"5.737","29"
"5.738","73"
"5.739","46"
"5.74","87"
"5.741","66"
"5.742","68"
"5.743","45"
"5.744","47"
"5.745","48"
"5.746","40"
"5.747","105"
"5.748","140"
"5.749","37"
"5.75","590"
"5.751","12"
"5.752","39"
"5.753","66"
"5.754","42"
"5.755","37"
"5.756","53"
"5.757","38"
"5.758","54"
"5.759","43"
"5.76","35"
"5.761","87"
"5.762","21"
"5.763","43"
"5.764","38"
"5.765","36"
"5.766","35"
"5.767","73"
"5.768","37"
"5.769","45"
"5.77","61"
"5.771","53"
"5.772","37"
"5.773","54"
"5.774","71"
"5.775","37"
"5.776","33"
"5.777","38"
"5.778","52"
"5.779","69"
"5.78","132"
"5.781","51"
"5.782","45"
"5.783","50"
"5.784","55"
"5.785","39"
"5.786","43"
"5.787","59"
"5.788","46"
"5.789","47"
"5.79","39"
"5.791","72"
"5.792","53"
"5.793","78"
"5.794","45"
"5.795","42"
"5.796","52"
"5.797","36"
"5.798","47"
"5.799","68"
"5.8","35"
"5.801","47"
"5.802","44"
"5.803","65"
"5.804","62"
"5.805","43"
"5.806","45"
"5.807","46"
"5.808","62"
"5.809","51"
"5.81","31"
"5.811","49"
"5.812","47"
"5.813","34"
"5.814","37"
"5.815","37"
"5.816","43"
"5.817","55"
"5.818","47"
"5.819","64"
"5.82","76"
"5.821","14"
"5.822","32"
"5.823","43"
"5.824","53"
"5.825","102"
"5.826","33"
"5.827","42"
"5.828","20"
"5.829","36"
"5.83","32"
"5.831","80"
"5.832","43"
"5.833","22"
"5.834","49"
"5.835","24"
"5.836","361"
"5.837","35"
"5.838","33"
"5.839","29"
"5.84","26"
"5.841","49"
"5.842","39"
"5.843","110"
"5.844","29"
"5.845","22"
"5.846","20"
"5.847","17"
"5.848","26"
"5.849","50"
"5.85","53"
"5.851","49"
"5.852","65"
"5.853","68"
"5.854","64"
"5.855","110"
"5.856","72"
"5.857","53"
"5.858","140"
"5.859","81"
"5.86","82"
"5.861","107"
"5.862","64"
"5.863","91"
"5.864","119"
"5.865","63"
"5.866","152"
"5.867","76"
"5.868","112"
"5.869","48"
"5.87","164"
"5.871","68"
"5.872","135"
"5.873","106"
"5.874","274"
"5.875","367"
"5.876","144"
"5.877","40"
"5.878","113"
"5.879","60"
"5.88","93"
"5.881","125"
"5.882","41"
"5.883","18"
"5.884","163"
"5.885","62"
"5.886","43"
"5.887","200"
"5.888","13"
"5.889","64"
"5.89","142"
"5.891","20"
"5.892","50"
"5.893","81"
"5.894","21"
"5.895","93"
"5.896","39"
"5.897","88"
"5.898","36"
"5.899","23"
"5.9","134"
"5.901","40"
"5.902","94"
"5.903","25"
"5.904","49"
"5.905","89"
"5.906","30"
"5.907","43"
"5.908","35"
"5.909","104"
"5.91","25"
"5.911","51"
"5.912","124"
"5.913","35"
"5.914","29"
"5.915","70"
"5.916","155"
"5.917","37"
"5.918","34"
"5.919","34"
"5.92","89"
"5.921","134"
"5.922","24"
"5.923","45"
"5.924","35"
"5.925","38"
"5.926","77"
"5.927","92"
"5.928","53"
"5.929","21"
"5.93","35"
"5.931","19"
"5.932","159"
"5.933","41"
"5.934","15"
"5.935","45"
"5.936","17"
"5.937","41"
"5.938","61"
"5.939","90"
"5.94","46"
"5.941","17"
"5.942","36"
"5.943","26"
"5.944","19"
"5.945","130"
"5.946","20"
"5.947","46"
"5.948","19"
"5.949","37"
"5.95","58"
"5.951","30"
"5.952","37"
"5.953","34"
"5.954","57"
"5.955","28"
"5.956","21"
"5.957","40"
"5.958","18"
"5.959","26"
"5.96","17"
"5.961","33"
"5.962","21"
"5.963","20"
"5.964","251"
"5.965","32"
"5.966","23"
"5.967","30"
"5.968","47"
"5.969","25"
"5.97","10"
"5.971","19"
"5.972","19"
"5.973","33"
"5.974","15"
"5.975","20"
"5.976","13"
"5.977","22"
"5.978","19"
"5.979","34"
"5.98","8"
"5.981","48"
"5.982","24"
"5.983","29"
"5.984","46"
"5.985","25"
"5.986","27"
"5.987","26"
"5.988","26"
"5.989","57"
"5.99","25"
"5.991","51"
"5.992","30"
"5.993","20"
"5.994","18"
"5.995","30"
"5.996","24"
"5.997","34"
"5.998","34"
"5.999","65"
"6","252"
"6.001","22"
"6.002","46"
"6.003","15"
"6.004","24"
"6.005","26"
"6.006","23"
"6.007","25"
"6.008","17"
"6.009","49"
"6.01","23"
"6.011","13"
"6.012","45"
"6.013","29"
"6.014","21"
"6.015","55"
"6.016","21"
"6.017","26"
"6.018","18"
"6.019","26"
"6.02","21"
"6.021","37"
"6.022","10"
"6.023","26"
"6.024","26"
"6.025","35"
"6.026","10"
"6.027","17"
"6.028","22"
"6.029","40"
"6.03","13"
"6.031","27"
"6.032","148"
"6.033","23"
"6.034","32"
"6.035","23"
"6.036","14"
"6.037","28"
"6.038","19"
"6.039","8"
"6.04","38"
"6.041","31"
"6.042","19"
"6.043","15"
"6.044","30"
"6.045","42"
"6.046","23"
"6.047","23"
"6.048","11"
"6.049","15"
"6.05","28"
"6.051","20"
"6.052","27"
"6.053","26"
"6.054","11"
"6.055","47"
"6.056","17"
"6.057","20"
"6.058","21"
"6.059","16"
"6.06","34"
"6.061","17"
"6.062","22"
"6.063","12"
"6.064","11"
"6.065","38"
"6.066","19"
"6.067","27"
"6.068","14"
"6.069","16"
"6.07","27"
"6.071","27"
"6.072","8"
"6.073","21"
"6.074","32"
"6.075","14"
"6.076","45"
"6.077","18"
"6.078","10"
"6.079","11"
"6.08","13"
"6.081","18"
"6.082","15"
"6.083","20"
"6.084","4"
"6.085","11"
"6.086","6"
"6.087","16"
"6.088","24"
"6.089","16"
"6.09","14"
"6.091","16"
"6.092","174"
"6.093","58"
"6.094","36"
"6.095","17"
"6.096","27"
"6.097","20"
"6.098","14"
"6.099","36"
"6.1","26"
"6.101","9"
"6.102","6"
"6.103","44"
"6.104","67"
"6.105","14"
"6.106","26"
"6.107","20"
"6.108","112"
"6.109","22"
"6.11","114"
"6.111","19"
"6.112","8"
"6.113","18"
"6.114","33"
"6.115","9"
"6.116","65"
"6.117","13"
"6.118","64"
"6.119","34"
"6.12","26"
"6.121","78"
"6.122","12"
"6.123","53"
"6.124","46"
"6.125","203"
"6.126","75"
"6.127","27"
"6.128","9"
"6.129","48"
"6.13","35"
"6.131","32"
"6.132","8"
"6.133","64"
"6.134","8"
"6.135","25"
"6.136","56"
"6.137","34"
"6.138","8"
"6.139","20"
"6.14","32"
"6.141","10"
"6.142","16"
"6.143","70"
"6.144","12"
"6.145","22"
"6.146","21"
"6.147","47"
"6.148","8"
"6.149","16"
"6.15","10"
"6.151","21"
"6.152","11"
"6.153","10"
"6.154","21"
"6.155","11"
"6.156","45"
"6.157","10"
"6.158","19"
"6.159","20"
"6.16","19"
"6.161","48"
"6.162","25"
"6.163","6"
"6.164","13"
"6.165","43"
"6.166","46"
"6.167","9"
"6.168","13"
"6.169","18"
"6.17","25"
"6.171","15"
"6.172","28"
"6.173","21"
"6.174","16"
"6.175","20"
"6.176","9"
"6.177","47"
"6.178","23"
"6.179","15"
"6.18","8"
"6.181","20"
"6.182","26"
"6.183","24"
"6.184","14"
"6.185","24"
"6.186","10"
"6.187","18"
"6.188","10"
"6.189","37"
"6.19","52"
"6.191","25"
"6.192","14"
"6.193","10"
"6.194","6"
"6.195","14"
"6.196","12"
"6.197","5"
"6.198","14"
"6.199","13"
"6.2","30"
"6.201","3"
"6.202","37"
"6.203","21"
"6.204","6"
"6.205","7"
"6.206","15"
"6.207","12"
"6.208","16"
"6.209","9"
"6.21","9"
"6.211","21"
"6.212","9"
"6.213","10"
"6.214","6"
"6.215","8"
"6.216","8"
"6.217","9"
"6.218","10"
"6.219","19"
"6.22","196"
"6.221","7"
"6.222","12"
"6.223","9"
"6.224","13"
"6.225","8"
"6.226","6"
"6.227","4"
"6.228","8"
"6.229","7"
"6.23","10"
"6.231","9"
"6.232","6"
"6.233","6"
"6.234","11"
"6.235","14"
"6.236","13"
"6.237","9"
"6.238","22"
"6.239","6"
"6.24","9"
"6.241","11"
"6.242","5"
"6.243","12"
"6.244","7"
"6.245","11"
"6.246","4"
"6.247","17"
"6.248","14"
"6.249","10"
"6.25","11"
"6.251","14"
"6.252","4"
"6.253","10"
"6.254","8"
"6.255","13"
"6.256","15"
"6.257","11"
"6.258","11"
"6.259","15"
"6.26","12"
"6.261","7"
"6.262","16"
"6.263","7"
"6.264","12"
"6.265","16"
"6.266","9"
"6.267","5"
"6.268","15"
"6.269","12"
"6.27","10"
"6.271","8"
"6.272","15"
"6.273","14"
"6.274","12"
"6.275","12"
"6.276","8"
"6.277","6"
"6.278","11"
"6.279","10"
"6.28","7"
"6.281","9"
"6.282","15"
"6.283","7"
"6.284","18"
"6.285","4"
"6.286","9"
"6.287","9"
"6.288","11"
"6.289","9"
"6.29","16"
"6.291","13"
"6.292","15"
"6.293","28"
"6.294","10"
"6.295","12"
"6.296","8"
"6.297","6"
"6.298","10"
"6.299","11"
"6.3","6"
"6.301","4"
"6.302","4"
"6.303","18"
"6.304","6"
"6.305","1"
"6.306","82"
"6.307","8"
"6.308","10"
"6.309","13"
"6.31","9"
"6.311","7"
"6.312","9"
"6.313","2"
"6.314","4"
"6.315","8"
"6.316","6"
"6.317","6"
"6.318","66"
"6.319","10"
"6.32","7"
"6.321","2"
"6.322","9"
"6.323","6"
"6.324","6"
"6.325","9"
"6.326","20"
"6.327","2"
"6.328","19"
"6.329","2"
"6.33","9"
"6.331","11"
"6.332","12"
"6.333","13"
"6.334","6"
"6.335","4"
"6.336","2"
"6.337","5"
"6.338","6"
"6.339","12"
"6.34","6"
"6.341","5"
"6.342","2"
"6.343","4"
"6.344","4"
"6.345","9"
"6.346","3"
"6.347","3"
"6.348","48"
"6.349","2"
"6.35","11"
"6.351","4"
"6.352","5"
"6.353","6"
"6.354","0"
"6.355","5"
"6.356","10"
"6.357","12"
"6.358","6"
"6.359","5"
"6.36","1"
"6.361","22"
"6.362","5"
"6.363","20"
"6.364","7"
"6.365","8"
"6.366","6"
"6.367","7"
"6.368","5"
"6.369","8"
"6.37","2"
"6.371","6"
"6.372","4"
"6.373","7"
"6.374","14"
"6.375","2"
"6.376","14"
"6.377","8"
"6.378","2"
"6.379","10"
"6.38","10"
"6.381","6"
"6.382","11"
"6.383","3"
"6.384","2"
"6.385","10"
"6.386","0"
"6.387","7"
"6.388","7"
"6.389","12"
"6.39","9"
"6.391","6"
"6.392","10"
"6.393","5"
"6.394","9"
"6.395","10"
"6.396","14"
"6.397","10"
"6.398","7"
"6.399","11"
"6.4","21"
"6.401","11"
"6.402","16"
"6.403","9"
"6.404","2"
"6.405","6"
"6.406","15"
"6.407","7"
"6.408","10"
"6.409","4"
"6.41","32"
"6.411","7"
"6.412","7"
"6.413","9"
"6.414","4"
"6.415","7"
"6.416","10"
"6.417","9"
"6.418","10"
"6.419","4"
"6.42","9"
"6.421","10"
"6.422","8"
"6.423","9"
"6.424","12"
"6.425","10"
"6.426","8"
"6.427","1"
"6.428","8"
"6.429","2"
"6.43","5"
"6.431","7"
"6.432","8"
"6.433","6"
"6.434","21"
"6.435","4"
"6.436","7"
"6.437","8"
"6.438","4"
"6.439","10"
"6.44","5"
"6.441","4"
"6.442","3"
"6.443","5"
"6.444","7"
"6.445","8"
"6.446","11"
"6.447","7"
"6.448","6"
"6.449","2"
"6.45","3"
"6.451","3"
"6.452","11"
"6.453","0"
"6.454","3"
"6.455","22"
"6.456","2"
"6.457","5"
"6.458","5"
"6.459","4"
"6.46","5"
"6.461","7"
"6.462","2"
"6.463","3"
"6.464","5"
"6.465","2"
"6.466","3"
"6.467","4"
"6.468","6"
"6.469","1"
"6.47","1"
"6.471","7"
"6.472","3"
"6.473","6"
"6.474","7"
"6.475","1"
"6.476","38"
"6.477","3"
"6.478","4"
"6.479","7"
"6.48","1"
"6.481","7"
"6.482","5"
"6.483","5"
"6.484","3"
"6.485","2"
"6.486","2"
"6.487","3"
"6.488","4"
"6.489","9"
"6.49","3"
"6.491","1"
"6.492","1"
"6.493","6"
